Id,ComponentCode__c,ComponentDescription__c,Name,Status__c
a0yDO000000QS2AYAW,T85,ESCALATOR - MACHINE DRIVE SHAFT BRAKE,T85,Active
a0yDO000000QS2BYAW,573,MACHINE ROOM G6 SHEAVE,573,Active
a0yDO000000QS2CYAW,574,MACHINE ROOM IDLER SHEAVE,574,Active
a0yDO000000QS2DYAW,575,MACHINE ROOM ENCODER,575,Active
a0yDO000000QS2EYAW,576,MACHINE ROOM WAYSIDE SIGNALLING UNIT,576,Active
a0yDO000000QS2FYAW,577,MACHINE ROOM WAYSIDE SIGNALLING UNIT POWER SUPPLY,577,Active
a0yDO000000QS2GYAW,578,MACHINE ROOM TENSION WEIGHT LIMIT SWITCH,578,Active
a0yDO000000QS2HYAW,579,MACHINE ROOM CONDUIT SHEAVE ASSEMBLY,579,Active
a0yDO000000QS2IYAW,580,MACHINE ROOM ROPE OILER,580,Active
a0yDO000000QS2JYAW,590,CONTROL ROOM SHEAVE CONTROL CAB-SAFETY,590,Active
a0yDO000000QS2KYAW,A99,CAR CONTROLLER - OTHER,A99,Active
a0yDO000000QS2LYAW,B01,GROUP CONTROLLER - RELAY,B01,Active
a0yDO000000QS2MYAW,B02,GROUP CONTROLLER - RESISTOR,B02,Active
a0yDO000000QS2NYAW,B03,GROUP CONTROLLER - RECTIFIER,B03,Active
a0yDO000000QS2OYAW,B04,GROUP CONTROLLER - OVERLOAD,B04,Active
a0yDO000000QS2PYAW,B05,"GROUP CONTROLLER - PC BOARD, PROCESSOR",B05,Active
a0yDO000000QS2QYAW,B06,GROUP CONTROLLER - FUSE / BREAKER,B06,Active
a0yDO000000QS2RYAW,B07,GROUP CONTROLLER - TRANSFORMER,B07,Active
a0yDO000000QS2SYAW,B08,GROUP CONTROLLER- POWER SUPPLY/RECTIFIER/TRANSFORM,B08,Active
a0yDO000000QS2TYAW,B09,GROUP CONTROLLER - SES(FIREMAN'S SERVICE),B09,Active
a0yDO000000QS2UYAW,B25,GROUP CONTROLLER - CONDENSOR,B25,Active
a0yDO000000QS2VYAW,B28,GROUP CONTROLLER - SWITCH,B28,Active
a0yDO000000QS2WYAW,B29,GROUP CONTROLLER - TIMER,B29,Active
a0yDO000000QS2XYAW,B30,GROUP CONTROLLER - WIRING  CONNECTOR / PLUG,B30,Active
a0yDO000000QS2YYAW,B31,GROUP CONTROLLER - RELAY CONTACT,B31,Active
a0yDO000000QS2ZYAW,B32,GROUP CONTROLLER - SECURITY / CARD READER,B32,Active
a0yDO000000QS2aYAG,B33,GROUP CONTROLLER - SOFTWARE,B33,Active
a0yDO000000QS2bYAG,027,ATS HALTED EAST LANE,027,Active
a0yDO000000QS2cYAG,028,POWER DISTRIBUTION FAULT EAST LANE,028,Active
a0yDO000000QS2dYAG,029,TENSION WEIGHT JACK NOT FULLY DOWN EAST LANE,029,Active
a0yDO000000QS2eYAG,030,STATION DOOR SAFETY WEST LANE,030,Active
a0yDO000000QS2fYAG,031,SELF TEST WEST LANE,031,Active
a0yDO000000QS2gYAG,032,ATO TO ATP COMMUNICATION FAULT WEST LANE,032,Active
a0yDO000000QS2hYAG,033,LANE TO LANE COMMUNICATION FAULT WEST LANE,033,Active
a0yDO000000QS2iYAG,049,CONVERTER NON CRITICAL FAULT WEST LANE,049,Active
a0yDO000000QRdSYAW,004,LANE TO LANE COMMUNICATION FAULT EAST LANE,004,Active
a0yDO000000QRdPYAW,001,STATION DOOR SAFETY EAST LANE,001,Active
a0yDO000000QRdQYAW,002,SELF TEST EAST LANE,002,Active
a0yDO000000QRdRYAW,003,ATO TO ATP COMMUNICATION FAULT EAST LANE,003,Active
a0yDO000000QRdTYAW,005,CROSS CHECK FAULT EAST LANE,005,Active
a0yDO000000QRdUYAW,006,GUIDEWAY CONTACTOR FAULT EAST LANE,006,Active
a0yDO000000QRdVYAW,007,TERMINAL OVERTRAVEL EAST LANE,007,Active
a0yDO000000QRdWYAW,008,BYPASS FAULT EAST LANE,008,Active
a0yDO000000QRdXYAW,009,TRAIN OVERSPEED FAULT EAST LANE,009,Active
a0yDO000000QRdYYAW,010,MANUAL EMERGENCY STOP EAST LANE,010,Active
a0yDO000000QRdZYAW,011,DRIVE CONTACTOR FAULT EAST LANE,011,Active
a0yDO000000QRdaYAG,012,TENSION WEIGTH OVERTRAVEL FAULT EAST LANE,012,Active
a0yDO000000QRdbYAG,013,DEROPEMENT FAULT EAST LANE,013,Active
a0yDO000000QRdcYAG,014,EARTHQUAKE CRITICAL FAULT EAST LANE,014,Active
a0yDO000000QRddYAG,015,CONVERTER CRITICAL FAULT EAST LANE,015,Active
a0yDO000000QRdeYAG,016,MOTOR CRITICAL FAULT EAST LANE,016,Active
a0yDO000000QRdfYAG,017,VEHICLE FAULT EAST LANE,017,Active
a0yDO000000QRdgYAG,018,BARRIER SAFETY FAULT EAST LANE,018,Active
a0yDO000000QRdhYAG,019,MOTOR NON CRITICAL FAULT EAST LANE,019,Active
a0yDO000000QRdiYAG,020,EARTHQUAKE NON CRITICAL FAULT EAST LANE,020,Active
a0yDO000000QRdjYAG,146,FWD SLAVE VEHICLE LEFT #2 DOOR NOT LOCKED WEST LAN,146,Active
a0yDO000000QRdkYAG,021,DOOR FAULT EAST LANE,021,Active
a0yDO000000QRdlYAG,022,FIRE TERMINAL 3 EAST LANE,022,Active
a0yDO000000QRdmYAG,023,FIRE CONCOURSE B EAST LANE,023,Active
a0yDO000000QRdnYAG,024,CONVERTER NON CRITICAL FAULT EAST LANE,024,Active
a0yDO000000QRdoYAG,025,ATO HALTED EAST LANE,025,Active
a0yDO000000QRdpYAG,026,ATP HALTED EAST LANE,026,Active
a0yDO000000QRdqYAG,027,ATS HALTED EAST LANE,027,Active
a0yDO000000QRdrYAG,028,POWER DISTRIBUTION FAULT EAST LANE,028,Active
a0yDO000000QRdsYAG,029,TENSION WEIGHT JACK NOT FULLY DOWN EAST LANE,029,Active
a0yDO000000QRdtYAG,030,STATION DOOR SAFETY WEST LANE,030,Active
a0yDO000000QRduYAG,031,SELF TEST WEST LANE,031,Active
a0yDO000000QRdvYAG,032,ATO TO ATP COMMUNICATION FAULT WEST LANE,032,Active
a0yDO000000QRdwYAG,033,LANE TO LANE COMMUNICATION FAULT WEST LANE,033,Active
a0yDO000000QRdxYAG,049,CONVERTER NON CRITICAL FAULT WEST LANE,049,Active
a0yDO000000QRdyYAG,050,ATO HALTED WEST LANE,050,Active
a0yDO000000QRdzYAG,053,POWER DISTRIBUTION FAULT WEST LANE,053,Active
a0yDO000000QRe0YAG,054,TENSION WEIGHT JACK NOT FULLY DOWN WEST LANE,054,Active
a0yDO000000QRe1YAG,055,EARTHQUAKE CRITICAL FAULT WEST LANE,055,Active
a0yDO000000QRe2YAG,056,EARTHQUAKE NON CRITICAL FAULT WEST LANE,056,Active
a0yDO000000QRe3YAG,057,FIRE TERMINAL 3 WEST LANE,057,Active
a0yDO000000QRe4YAG,058,FIRE CONCOURSE B WEST LANE,058,Active
a0yDO000000QRe5YAG,059,ALARM RECORDING SYSTEM ACTIVATED,059,Active
a0yDO000000QRmtYAG,G22,HOISTWAY - RODS,G22,Active
a0yDO000000QRmqYAG,G15,HOISTWAY - SHEAVES,G15,Active
a0yDO000000QRmrYAG,G20,HOISTWAY - CWT SAFETY,G20,Active
a0yDO000000QRmsYAG,G21,HOISTWAY - CWT SHEAVE,G21,Active
a0yDO000000QRmuYAG,G23,HOISTWAY - SELECTOR TAPE (STATIONARY W/CAMS),G23,Active
a0yDO000000QRmvYAG,G24,HOISTWAY - SHEAVE,G24,Active
a0yDO000000QRmwYAG,F45,HOISTWAY DOOR  - SEAL,F45,Active
a0yDO000000QRmxYAG,F46,HOISTWAY DOOR  - SCREW,F46,Active
a0yDO000000QRmyYAG,F47,HOISTWAY DOOR  - SPROCKET,F47,Active
a0yDO000000QRmzYAG,G25,HOISTWAY - WEIGHTS,G25,Active
a0yDO000000QRn0YAG,G26,HOISTWAY - WIRING,G26,Active
a0yDO000000QRn1YAG,G27,HOISTWAY - CAR-TO-CWT ROPES,G27,Active
a0yDO000000QRn2YAG,G28,HOISTWAY - CAR-TO-DRUM ROPES,G28,Active
a0yDO000000QRn3YAG,G29,HOISTWAY - CWT-TO-DRUM ROPES,G29,Active
a0yDO000000QRn4YAG,G30,HOISTWAY - HAND ROPE,G30,Active
a0yDO000000QRn5YAG,H10,GOVERNOR - BUSHING,H10,Active
a0yDO000000QRn6YAG,H11,GOVERNOR - CAM,H11,Active
a0yDO000000QRn7YAG,F99,HOISTWAY DOORS - OTHER,F99,Active
a0yDO000000QRn8YAG,G01,HOISTWAY - FINAL LIMIT,G01,Active
a0yDO000000QRn9YAG,H12,GOVERNOR - CONTACTS,H12,Active
a0yDO000000QRnAYAW,H13,GOVERNOR - GEARS,H13,Active
a0yDO000000QRnBYAW,H14,GOVERNOR - JAWS,H14,Active
a0yDO000000QRnCYAW,H15,GOVERNOR - REBUILD CAR GOVERNOR,H15,Active
a0yDO000000QRnDYAW,H16,GOVERNOR - SHAFT,H16,Active
a0yDO000000QRnEYAW,H17,GOVERNOR - SWITCHES,H17,Active
a0yDO000000QRnFYAW,H04,GOVERNOR - BEARINGS - COUNTERWEIGHT GOVERNOR,H04,Active
a0yDO000000QRnGYAW,H05,GOVERNOR - SHEAVE - COUNTERWEIGHT GOVERNOR,H05,Active
a0yDO000000QRnHYAW,H18,GOVERNOR PULL THRU,H18,Active
a0yDO000000QRnIYAW,H19,GOVERNOR SPIN TEST,H19,Active
a0yDO000000QRnJYAW,H99,GOVERNOR - OTHER,H99,Active
a0yDO000000QRnKYAW,J01,HALL FIXTURE - BUTTON,J01,Active
a0yDO000000QRnLYAW,J04,HALL FIXTURE - BUTTON PC BOARD,J04,Active
a0yDO000000QRnMYAW,J05,HALL FIXTURE - KEY SWITCH,J05,Active
a0yDO000000QRnNYAW,J06,HALL FIXTURE - HALL POSITION INDICATOR PC BOARD,J06,Active
a0yDO000000QRnOYAW,214,MASTER VEHICLE AFT BLOWER OIL COOLING EQUIPMENT FA,214,Active
a0yDO000000QRnPYAW,215,MASTER VEHICLE AFT BLOWER PRESSURE SWITCH CK1 FAUL,215,Active
a0yDO000000QRnQYAW,216,MASTER VEHICLE AFT BLOWER PRESSURE SWITCH CK2 FAUL,216,Active
a0yDO000000QRnRYAW,J08,HALL FIXTURE - ROTOMATIC DIAL,J08,Active
a0yDO000000QRnSYAW,J10,HALL FIXTURE - CRT DISPLAY,J10,Active
a0yDO000000QRnTYAW,J11,HALL FIXTURE - FACE PLATE,J11,Active
a0yDO000000QRxBYAW,F08,HOISTWAY DOORS - MOTOR,F08,Active
a0yDO000000QRx8YAG,F06,HOISTWAY DOORS - GIB,F06,Active
a0yDO000000QRx9YAG,F07,HOISTWAY DOORS - FREIGHT OPERATOR/MOTOR,F07,Active
a0yDO000000QRxAYAW,E72,CAR - STEADYING DEVICE,E72,Active
a0yDO000000QRxCYAW,F09,HOISTWAY DOORS - RETIRING CAM,F09,Active
a0yDO000000QRxDYAW,F10,HOISTWAY DOORS - CHAIN,F10,Active
a0yDO000000QRxEYAW,F11,HOISTWAY DOORS - DOOR OFF TRACK,F11,Active
a0yDO000000QRxFYAW,F12,HOISTWAY DOORS - DOOR/HARDWARE/ FASCIA,F12,Active
a0yDO000000QRxGYAW,F13,HOISTWAY DOORS - SILL,F13,Active
a0yDO000000QRxHYAW,F14,HOISTWAY DOORS - SIGHT GUARD/ASTRAGAL,F14,Active
a0yDO000000QRxIYAW,F15,HOISTWAY DOORS - ROLLER/UPTHRUST,F15,Active
a0yDO000000QRxJYAW,F16,HOISTWAY DOORS - SPIRATOR,F16,Active
a0yDO000000QRxKYAW,F17,HOISTWAY DOORS - TRACK,F17,Active
a0yDO000000QRxLYAW,F18,HOISTWAY DOORS - RELATING CABLE/ PULLEY,F18,Active
a0yDO000000QRxMYAW,F19,HOISTWAY DOORS - RESTRICTOR,F19,Active
a0yDO000000QRxNYAW,F30,HOISTWAY DOORS - AIR CORD,F30,Active
a0yDO000000QRxOYAW,F31,HOISTWAY DOORS - DOOR PANEL,F31,Active
a0yDO000000QRxPYAW,F32,HOISTWAY DOORS - ECCENTRIC,F32,Active
a0yDO000000QRxQYAW,F33,HOISTWAY DOORS - GUIDE,F33,Active
a0yDO000000QRxRYAW,F34,HOISTWAY DOORS - LATCH,F34,Active
a0yDO000000QRxSYAW,F35,"HOISTWAY DOORS - ROLLER, HANGER",F35,Active
a0yDO000000QRxTYAW,F36,"HOISTWAY DOORS - ROLLER, UPTHRUST",F36,Active
a0yDO000000QRxUYAW,F37,HOISTWAY DOORS - SHEAVE,F37,Active
a0yDO000000QRxVYAW,F38,HOISTWAY DOORS - SILL TRIP,F38,Active
a0yDO000000QRxWYAW,F39,HOISTWAY DOORS - UNLOCKING DEVICE,F39,Active
a0yDO000000QRxXYAW,F41,HOISTWAY DOOR  - BEARINGS,F41,Active
a0yDO000000QRxYYAW,F42,HOISTWAY DOOR  - GEAR REDUCTION UNIT,F42,Active
a0yDO000000QRxZYAW,F43,HOISTWAY DOOR  - PC BOARD,F43,Active
a0yDO000000QRxaYAG,F44,HOISTWAY DOOR  - RESISTOR,F44,Active
a0yDO000000QRxbYAG,L37,SELECTOR - CROSSHEAD,L37,Active
a0yDO000000QRxcYAG,L38,SELECTOR - FLOOR BARS,L38,Active
a0yDO000000QRxdYAG,L39,SELECTOR - GEARS,L39,Active
a0yDO000000QRxeYAG,F48,HOISTWAY DOOR  - SWITCHES,F48,Active
a0yDO000000QRxfYAG,F99,HOISTWAY DOORS - OTHER,F99,Active
a0yDO000000QRxgYAG,G01,HOISTWAY - FINAL LIMIT,G01,Active
a0yDO000000QRxhYAG,G02,HOISTWAY - CAR ON BOTTOM FINAL LIMIT,G02,Active
a0yDO000000QRxiYAG,G03,HOISTWAY - LEVELING SWITCH/CAM,G03,Active
a0yDO000000QRxjYAG,G04,HOISTWAY - DOOR ZONE SWITCH/CAM,G04,Active
a0yDO000000QRxkYAG,G05,HOISTWAY - BELL,G05,Active
a0yDO000000QRxlYAG,G06,HOISTWAY - TRAVELING CABLE,G06,Active
a0yDO000000QRxmYAG,G07,HOISTWAY - COUNTERWEIGHT GUIDES,G07,Active
a0yDO000000QRxnYAG,G08,HOISTWAY - ROPES: HOIST,G08,Active
a0yDO000000QRxoYAG,G09,HOISTWAY - ROPES/CHAIN: COMPENSATING,G09,Active
a0yDO000000QRxpYAG,G10,HOISTWAY - ROPES: GOVERNOR,G10,Active
a0yDO000000QRe9YAG,061,FIRE CONCOURSE A WEST LANE,061,Active
a0yDO000000QRe6YAG,060,FIRE CONCOURSE A EAST LANE,060,Active
a0yDO000000QRe7YAG,051,ATP HALTED WEST LANE,051,Active
a0yDO000000QRe8YAG,052,ATS HALTED WEST LANE,052,Active
a0yDO000000QReAYAW,062,FIRE AT TRAIN EAST LANE,062,Active
a0yDO000000QReBYAW,063,FIRE AT TRAIN WEST LANE,063,Active
a0yDO000000QReCYAW,064,MASTER VEHICLE SUSPENSION LOSS EAST LANE,064,Active
a0yDO000000QReDYAW,035,GUIDEWAY CONTACTOR FAULT WEST LANE,035,Active
a0yDO000000QReEYAW,036,TERMINAL OVERTRAVEL WEST LANE,036,Active
a0yDO000000QReFYAW,037,BYPASS FAULT WEST LANE,037,Active
a0yDO000000QReGYAW,038,TRAIN OVERSPEED FAULT WEST LANE,038,Active
a0yDO000000QReHYAW,039,MANUAL EMERGENCY STOP WEST LANE,039,Active
a0yDO000000QReIYAW,040,DRIVE CONTACTOR FAULT WEST LANE,040,Active
a0yDO000000QReJYAW,041,TENSION WEIGHT OVERTRAVEL FAULT WEST LANE,041,Active
a0yDO000000QReKYAW,043,CONVERTER CRITICAL FAULT WEST LANE,043,Active
a0yDO000000QReLYAW,044,MOTOR CRITICAL FAULT WEST LANE,044,Active
a0yDO000000QReMYAW,045,VEHICLE FAULT WEST LANE,045,Active
a0yDO000000QReNYAW,046,BARRIER SAFETY FAULT WEST LANE,046,Active
a0yDO000000QReOYAW,047,MOTOR NON CRITICAL FAULT WEST LANE,047,Active
a0yDO000000QRePYAW,048,DOOR FAULT WEST LANE,048,Active
a0yDO000000QReQYAW,065,MASTER VEHICLE TRAIN LINE SIGNAL LOSS EAST LANE,065,Active
a0yDO000000QReRYAW,066,MASTER VEHICLE CROSS CHECK FAULT EAST LANE,066,Active
a0yDO000000QReSYAW,067,MASTER VEHICLE BUMPER SWITCH ACTIVATED EAST LANE,067,Active
a0yDO000000QReTYAW,068,MASTER VEHICLE LEFT # 1 EMERGENCY ACCESS DOOR OPEN,068,Active
a0yDO000000QReUYAW,069,MASTER VEHICLE LEFT # 2 EMERGENCY ACCESS DOOR OPEN,069,Active
a0yDO000000QReVYAW,070,MASTER VEHICLE LEFT # 3 EMERGENCY ACCESS DOOR OPEN,070,Active
a0yDO000000QReWYAW,071,MASTER VEHICLE SAFE TO OPERATE SELF TEST EAST LANE,071,Active
a0yDO000000QReXYAW,072,MASTER VEHICLE DOOR ENABLE SELF TEST EAST LANE,072,Active
a0yDO000000QReYYAW,073,MASTER VEHICLE LEFT # 1 DOOR NOT LOCKED EAST LANE,073,Active
a0yDO000000QReZYAW,074,MASTER VEHICLE LEFT # 2 DOOR NOT LOCKED EAST LANE,074,Active
a0yDO000000QReaYAG,075,MASTER VEHICLE LEFT # 3 DOOR NOT LOCKED EAST LANE,075,Active
a0yDO000000QRebYAG,076,MASTER VEHICLE RIGHT # 1 DOOR NOT LOCKED EAST LANE,076,Active
a0yDO000000QRecYAG,034,CROSSCHECK FAULT WEST LANE,034,Active
a0yDO000000QRedYAG,077,MASTER VEHICLE RIGHT # 2 DOOR NOT LOCKED EAST LANE,077,Active
a0yDO000000QReeYAG,078,MASTER VEHICLE RIGHT # 3 DOOR NOT LOCKED EAST LANE,078,Active
a0yDO000000QRefYAG,079,MASTER VEHICLE AFT E-STOP PUSHBUTTON ACTIVATED EAS,079,Active
a0yDO000000QRegYAG,042,DEROPEMENT FAULT WEST LANE,042,Active
a0yDO000000QRehYAG,080,MASTER VEHICLE FWD E-STOP PUSHBUTTON ACTIVATED EAS,080,Active
a0yDO000000QReiYAG,081,MASTER VEHICLE PHASE LOSS EAST LANE,081,Active
a0yDO000000QRejYAG,082,FWD SLAVE VEHICLE SUSPENSION LOSS EAST LANE,082,Active
a0yDO000000QRekYAG,083,FWD SLAVE VEHICLE TRAIN LINE SIGNAL LOSS EAST LANE,083,Active
a0yDO000000QRnXYAW,L43,SELECTOR - REBUILD SELECTOR,L43,Active
a0yDO000000QRnUYAW,L40,SELECTOR - GUIDES,L40,Active
a0yDO000000QRnVYAW,L41,SELECTOR - LEVELING CAM,L41,Active
a0yDO000000QRnWYAW,L42,SELECTOR - PRIMARY POSITION TRANSDUCER,L42,Active
a0yDO000000QRnYYAW,L44,SELECTOR - SHEAVE,L44,Active
a0yDO000000QRnZYAW,R04,GEAR CASE - GEAR CASE / ADDED OIL,R04,Active
a0yDO000000QRnaYAG,R05,GEAR CASE - COUPLING(MOTOR TO GEAR CASE),R05,Active
a0yDO000000QRnbYAG,R99,GEAR CASE - OTHER,R99,Active
a0yDO000000QRncYAG,J12,HALL FIXTURE - GONG,J12,Active
a0yDO000000QRndYAG,J13,HALL FIXTURE - INTERCOM,J13,Active
a0yDO000000QRneYAG,J14,HALL FIXTURE - SECURITY,J14,Active
a0yDO000000QRnfYAG,J15,HALL FIXTURE - STARTER PANEL,J15,Active
a0yDO000000QRngYAG,J16,HALL FIXTURE - SWITCHES,J16,Active
a0yDO000000QRnhYAG,J99,HALL FIXTURE - OTHER,J99,Active
a0yDO000000QRniYAG,S01,MAIN MACHINE - DRIVE SHEAVE,S01,Active
a0yDO000000QRnjYAG,S27,MAIN MACHINE - ROPE GRIPPER,S27,Active
a0yDO000000QRnkYAG,S30,MAIN MACHINE - A-STAND,S30,Active
a0yDO000000QRnlYAG,S31,"MAIN MACHINE - BEARING, MOTOR",S31,Active
a0yDO000000QRnmYAG,S32,"MAIN MACHINE - BEARING, SHEAVE",S32,Active
a0yDO000000QRnnYAG,L45,SELECTOR - SIGNAL DRIVE,L45,Active
a0yDO000000QRnoYAG,L46,SELECTOR - TRAVELING CABLE,L46,Active
a0yDO000000QRnpYAG,J02,HALL FIXTURE - HPI/ROTOMATIC DIAL,J02,Active
a0yDO000000QRnqYAG,J03,HALL FIXTURE - LANTERN,J03,Active
a0yDO000000QRnrYAG,S02,MAIN MACHINE - DRIVE SHEAVE INSERT,S02,Active
a0yDO000000QRnsYAG,S03,MAIN MACHINE - BRAKE,S03,Active
a0yDO000000QRntYAG,J07,HALL FIXTURE - LANTERN PC BOARD,J07,Active
a0yDO000000QRnuYAG,S33,"MAIN MACHINE - BEARING, THRUST",S33,Active
a0yDO000000QRnvYAG,S34,MAIN MACHINE - BED RING,S34,Active
a0yDO000000QRnwYAG,S35,MAIN MACHINE - BLOWER,S35,Active
a0yDO000000QRnxYAG,S36,MAIN MACHINE - BRAKE COIL,S36,Active
a0yDO000000QRnyYAG,S04,MAIN MACHINE - PRIMARY VELOCITY TRANSDUCER (PVT),S04,Active
a0yDO000000QRnzYAG,S37,MAIN MACHINE - BRAKE CORE,S37,Active
a0yDO000000QRo0YAG,S05,MAIN MACHINE - ADDED OIL,S05,Active
a0yDO000000QRo1YAG,S06,MAIN MACHINE - ARMATURE,S06,Active
a0yDO000000QRo2YAG,S38,MAIN MACHINE - BRAKE LINING,S38,Active
a0yDO000000QRo3YAG,E18,CAR - CAR TOP,E18,Active
a0yDO000000QRo4YAG,E19,PC SOFTWARE/REMOTE STATION & IO BOARD,E19,Active
a0yDO000000QRo5YAG,E20,CAR - COP POWER SUPPLY,E20,Active
a0yDO000000QRo6YAG,E21,CAR - CAB CONTROLLER POWER SUPPLY,E21,Active
a0yDO000000QRo7YAG,E22,CAR - CAB CONTROLLER POWER AMPLIFIER,E22,Active
a0yDO000000QRo8YAG,E23,CAR - CAB CONTROLLER PC BOARD,E23,Active
a0yDO000000QRo9YAG,E24,CAR - INFORMATION DISPLAY,E24,Active
a0yDO000000QRoAYAW,E25,CAR - SECONDARY POSITION TRANSDUCER (SPT),E25,Active
a0yDO000000QRoBYAW,E26,CAR - POR(POWER ON RESET),E26,Active
a0yDO000000QRxtYAG,G14,HOISTWAY - SWITCH/CAM/MAGNET,G14,Active
a0yDO000000QRxqYAG,G11,HOISTWAY - RAILS - CWT,G11,Active
a0yDO000000QRxrYAG,G12,HOISTWAY - INDUCTOR,G12,Active
a0yDO000000QRxsYAG,G13,HOISTWAY - RAILS,G13,Active
a0yDO000000QRxuYAG,G15,HOISTWAY - SHEAVES,G15,Active
a0yDO000000QRxvYAG,G20,HOISTWAY - CWT SAFETY,G20,Active
a0yDO000000QRxwYAG,G21,HOISTWAY - CWT SHEAVE,G21,Active
a0yDO000000QRxxYAG,G22,HOISTWAY - RODS,G22,Active
a0yDO000000QRxyYAG,G23,HOISTWAY - SELECTOR TAPE (STATIONARY W/CAMS),G23,Active
a0yDO000000QRxzYAG,G24,HOISTWAY - SHEAVE,G24,Active
a0yDO000000QRy0YAG,F45,HOISTWAY DOOR  - SEAL,F45,Active
a0yDO000000QRy1YAG,F46,HOISTWAY DOOR  - SCREW,F46,Active
a0yDO000000QRy2YAG,F47,HOISTWAY DOOR  - SPROCKET,F47,Active
a0yDO000000QRy3YAG,G25,HOISTWAY - WEIGHTS,G25,Active
a0yDO000000QRy4YAG,G26,HOISTWAY - WIRING,G26,Active
a0yDO000000QRy5YAG,G27,HOISTWAY - CAR-TO-CWT ROPES,G27,Active
a0yDO000000QRy6YAG,G28,HOISTWAY - CAR-TO-DRUM ROPES,G28,Active
a0yDO000000QRy7YAG,G29,HOISTWAY - CWT-TO-DRUM ROPES,G29,Active
a0yDO000000QRy8YAG,G30,HOISTWAY - HAND ROPE,G30,Active
a0yDO000000QRy9YAG,G31,HOISTWAY - HOISTING TAPE,G31,Active
a0yDO000000QRyAYAW,G32,HOISTWAY - TILLER ROPES,G32,Active
a0yDO000000QRyBYAW,G33,EARTHQUAKE PROTECTION,G33,Active
a0yDO000000QRyCYAW,G34,ROPE SHORTEN / TENSION,G34,Active
a0yDO000000QRyDYAW,G35,SHEAVE BEARING,G35,Active
a0yDO000000QRyEYAW,G99,HOISTWAY - OTHER,G99,Active
a0yDO000000QRyFYAW,H01,GOVERNOR - OVERSPEED SWITCH (OS),H01,Active
a0yDO000000QRyGYAW,H02,GOVERNOR - BEARINGS,H02,Active
a0yDO000000QRyHYAW,H03,GOVERNOR - SHEAVE,H03,Active
a0yDO000000QRyIYAW,201,AFT SLAVE VEHICLE AFT BLOWER MOTOR TEMPERATURE HIG,201,Active
a0yDO000000QRyJYAW,202,AFT SLAVE VEHICLE AFT BLOWER OIL COOLING EQUIPMENT,202,Active
a0yDO000000QRyKYAW,203,AFT SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK1 F,203,Active
a0yDO000000QRyLYAW,204,AFT SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK2 F,204,Active
a0yDO000000QRyMYAW,205,AFT SLAVE VEHICLE AFT BLOWER OIL PLUMBING FAULT EA,205,Active
a0yDO000000QRyNYAW,206,AFT SLAVE VEHICLE AFT BLOWER FAULT EAST LANE,206,Active
a0yDO000000QRyOYAW,198,AFT SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK1 F,198,Active
a0yDO000000QRyPYAW,199,AFT SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK2 F,199,Active
a0yDO000000QRyQYAW,207,AFT SLAVE VEHICLE FWD BLOWER FAULT EAST LANE,207,Active
a0yDO000000QRyRYAW,208,MASTER VEHICLE FWD BLOWER MOTOR TEMPERATURE HIGH W,208,Active
a0yDO000000QRySYAW,209,MASTER VEHICLE FWD BLOWER OIL COOLING EQUIPMENT FA,209,Active
a0yDO000000QRyTYAW,210,MASTER VEHICLE FWD BLOWER PRESSURE SWITCH CK1 FAUL,210,Active
a0yDO000000QRyUYAW,211,MASTER VEHICLE FWD BLOWER PRESSURE SWITCH CK2 FAUL,211,Active
a0yDO000000QRyVYAW,212,MASTER VEHICLE FWD BLOWER OIL PLUMBING FAULT WEST,212,Active
a0yDO000000QRyWYAW,213,MASTER VEHICLE AFT BLOWER MOTOR TEMPERATURE HIGH W,213,Active
a0yDO000000QReoYAG,088,FWD SLAVE VEHICLE LEFT # 3 EMERGENCY ACCESS DOOR O,088,Active
a0yDO000000QRelYAG,084,FWD SLAVE VEHICLE CROSS CHECK FAULT EAST LANE,084,Active
a0yDO000000QRemYAG,085,FWD SLAVE VEHICLE BUMPER SWITCH ACTIVATED EAST LAN,085,Active
a0yDO000000QRenYAG,087,FWD SLAVE VEHICLE LEFT # 2 EMERGENCY ACCESS DOOR O,087,Active
a0yDO000000QRepYAG,089,FWD SLAVE VEHICLE SAFE TO OPERATE SELF TEST EAST L,089,Active
a0yDO000000QReqYAG,090,FWD SLAVE VEHICLE DOOR ENABLE SELF TEST EAST LANE,090,Active
a0yDO000000QRerYAG,K02,LOBBY PANEL - KEY SWITCH,K02,Active
a0yDO000000QResYAG,K03,LOBBY PANEL - TOGGLE SWITCH,K03,Active
a0yDO000000QRetYAG,K04,LOBBY PANEL - PHONE/INTERCOM,K04,Active
a0yDO000000QReuYAG,K05,LOBBY PANEL - AUTO PROGRAM SELECTION,K05,Active
a0yDO000000QRevYAG,K06,LOBBY PANEL - AUTO INTERVAL ADJUSTMENT,K06,Active
a0yDO000000QRewYAG,K07,LOBBY PANEL - INFORMATION DISPLAY / EMS,K07,Active
a0yDO000000QRexYAG,K99,LOBBY PANEL - OTHER,K99,Active
a0yDO000000QReyYAG,L49,SLS SWITCHES,L49,Active
